60,2	0
60,4204	2
60,66404	4
60,934044	6
61,2338484	8
61,56723324	10
61,938356564	12
62,3517922204	14
62,81257144244	16
63,326228586684	18
63,898851445352406	20
64,53713658988765	22
65,24845024887642	24
66,04089527376406	26
66,92338480114047	28
67,90572328125452	30
68,99869560937998	32
70,21416517031798	34
71,56518168734978	36
73,06609985608476	38
74,73270984169324	40
76,58238082586256	42
78,63421890844882	44
80,9092407992937	46
83,43056487922307	48
86,22362136714538	50
89,31638350385992	52
92,73962185424591	54
96,5271840396705	56
100,71630244363755	58
105,3479326880013	60
110,46712595680142	62
